,Team,Efficiency: (Wins/avg_Time),base_total,hp,speed,attack,defense,sp_attack,sp_defense,Wins,Avg Time Win,SD Time Win,Avg Time Loss,SD Time Loss,Losses to Lorelei,Losses to Bruno,Losses to Agatha,Losses to Lance,Nemesis,Nemesis Losses
569,"['slowpoke', 'horsea', 'machop', 'sandshrew', 'mankey', 'bellsprout']",0.0,275.0,76.0,39.0,41.0,41.0,38.0,40.0,0,0.0,0.0,9.22,3.07,100,0,0,0,cloyster,54
579,"['growlithe', 'machamp', 'rapidash', 'machoke', 'spearow', 'venomoth']",0.0,267.0,73.0,40.0,40.0,37.0,38.0,39.0,0,0.0,0.0,9.97,3.87,89,2,9,0,lapras,30
571,"['pidgeot', 'slowpoke', 'poliwag', 'moltres', 'hypno', 'aerodactyl']",0.0,276.0,75.0,39.0,40.0,40.0,42.0,40.0,0,0.0,0.0,16.73,6.43,90,0,10,0,slowbro,35
572,"['jynx', 'sandslash', 'zapdos', 'rhydon', 'eevee', 'starmie']",0.0,291.0,77.0,43.0,43.0,42.0,43.0,43.0,0,0.0,0.0,18.75,5.86,26,4,69,1,gengar,42
573,"['growlithe', 'flareon', 'arbok', 'caterpie', 'farfetchd', 'pikachu']",0.0,289.0,76.0,42.0,44.0,42.0,42.0,43.0,0,0.0,0.0,8.47,2.18,100,0,0,0,slowbro,42
561,"['diglett', 'rhydon', 'ponyta', 'rattata', 'ponyta', 'slowbro']",0.0,285.0,77.0,40.0,42.0,42.0,42.0,42.0,0,0.0,0.0,15.71,4.83,79,9,12,0,jynx,56
574,"['nidoking', 'mankey', 'diglett', 'staryu', 'butterfree', 'diglett']",0.0,280.0,75.0,41.0,40.0,42.0,41.0,41.0,0,0.0,0.0,7.68,2.53,98,2,0,0,jynx,63
575,"['growlithe', 'weedle', 'hypno', 'raticate', 'hitmonlee', 'dugtrio']",0.0,292.0,79.0,43.0,43.0,43.0,42.0,42.0,0,0.0,0.0,10.92,3.54,96,3,1,0,slowbro,65
576,"['pikachu', 'graveler', 'magikarp', 'farfetchd', 'squirtle', 'dragonair']",0.0,276.0,77.0,41.0,39.0,39.0,40.0,40.0,0,0.0,0.0,8.31,2.24,100,0,0,0,slowbro,38
852,"['hitmonlee', 'jigglypuff', 'rhyhorn', 'venomoth', 'weezing', 'alakazam']",0.0,279.0,76.0,40.0,42.0,41.0,41.0,39.0,0,0.0,0.0,9.67,4.54,92,0,8,0,lapras,31
647,"['ekans', 'growlithe', 'ivysaur', 'staryu', 'machop', 'voltorb']",0.0,286.0,77.0,42.0,42.0,41.0,42.0,42.0,0,0.0,0.0,9.99,3.77,99,1,0,0,slowbro,50
586,"['caterpie', 'kadabra', 'electabuzz', 'omastar', 'paras', 'tentacool']",0.0,280.0,77.0,38.0,42.0,40.0,41.0,42.0,0,0.0,0.0,11.07,3.41,87,12,1,0,jynx,36
638,"['diglett', 'lickitung', 'raticate', 'magikarp', 'spearow', 'nidoran-f']",0.0,285.0,77.0,42.0,42.0,43.0,43.0,38.0,0,0.0,0.0,8.39,2.44,100,0,0,0,cloyster,64
661,"['zubat', 'pidgey', 'hitmonlee', 'mew', 'raticate', 'kangaskhan']",0.0,295.0,78.0,44.0,44.0,43.0,44.0,42.0,0,0.0,0.0,20.14,8.02,56,16,28,0,lapras,45
888,"['golbat', 'dugtrio', 'pidgeotto', 'seaking', 'chansey', 'goldeen']",0.0,288.0,76.0,44.0,42.0,41.0,42.0,43.0,0,0.0,0.0,12.77,4.89,100,0,0,0,slowbro,38
640,"['golbat', 'golbat', 'porygon', 'flareon', 'ditto', 'poliwag']",0.0,283.0,80.0,39.0,41.0,41.0,41.0,41.0,0,0.0,0.0,12.28,3.29,97,2,1,0,jynx,48
665,"['arbok', 'vulpix', 'caterpie', 'beedrill', 'magneton', 'bellsprout']",0.0,287.0,80.0,40.0,40.0,42.0,42.0,43.0,0,0.0,0.0,10.44,2.79,97,3,0,0,jynx,42
891,"['golduck', 'electrode', 'mr-mime', 'kadabra', 'beedrill', 'ponyta']",0.0,276.0,75.0,40.0,42.0,40.0,39.0,40.0,0,0.0,0.0,10.82,3.05,92,5,3,0,lapras,45
588,"['magmar', 'rapidash', 'caterpie', 'rhyhorn', 'omastar', 'pikachu']",0.0,284.0,77.0,40.0,41.0,42.0,41.0,43.0,0,0.0,0.0,11.26,4.94,90,5,5,0,lapras,42
617,"['gloom', 'persian', 'venomoth', 'chansey', 'pidgeotto', 'psyduck']",0.0,291.0,77.0,41.0,43.0,43.0,45.0,42.0,0,0.0,0.0,13.37,4.99,95,4,1,0,jynx,36
618,"['tauros', 'squirtle', 'butterfree', 'weedle', 'golbat', 'dragonair']",0.0,292.0,78.0,43.0,43.0,42.0,44.0,42.0,0,0.0,0.0,11.17,2.69,98,2,0,0,jynx,36
619,"['bellsprout', 'golem', 'onix', 'hypno', 'ekans', 'butterfree']",0.0,290.0,78.0,43.0,45.0,42.0,40.0,42.0,0,0.0,0.0,8.51,2.55,99,1,0,0,jynx,57
620,"['electrode', 'slowpoke', 'kabutops', 'dratini', 'kabutops', 'beedrill']",0.0,287.0,76.0,42.0,42.0,40.0,45.0,42.0,0,0.0,0.0,18.31,5.95,37,12,51,0,gengar,50
564,"['charmander', 'bellsprout', 'raticate', 'weepinbell', 'beedrill', 'victreebel']",0.0,288.0,77.0,42.0,42.0,45.0,42.0,40.0,0,0.0,0.0,9.04,2.44,97,3,0,0,slowbro,39
646,"['marowak', 'pidgeotto', 'victreebel', 'chansey', 'charmander', 'machoke']",0.0,283.0,74.0,41.0,40.0,41.0,45.0,42.0,0,0.0,0.0,11.64,5.38,97,3,0,0,slowbro,36
648,"['abra', 'venomoth', 'gyarados', 'slowbro', 'tangela', 'nidoking']",0.0,274.0,74.0,41.0,41.0,42.0,38.0,38.0,0,0.0,0.0,25.32,5.74,15,1,84,0,haunter,51
660,"['staryu', 'arcanine', 'mew', 'lapras', 'poliwag', 'vileplume']",0.0,283.0,75.0,42.0,42.0,41.0,42.0,41.0,0,0.0,0.0,32.67,9.99,24,11,65,0,golbat,29
649,"['muk', 'seaking', 'tauros', 'mankey', 'golem', 'persian']",0.0,287.0,77.0,43.0,42.0,42.0,42.0,41.0,0,0.0,0.0,17.29,7.43,75,5,20,0,lapras,43
651,"['pikachu', 'ivysaur', 'jynx', 'weezing', 'victreebel', 'abra']",0.0,286.0,78.0,41.0,42.0,43.0,40.0,42.0,0,0.0,0.0,13.6,5.4,52,40,8,0,draw,92
664,"['diglett', 'nidorino', 'slowpoke', 'weepinbell', 'mr-mime', 'porygon']",0.0,276.0,74.0,39.0,42.0,42.0,38.0,41.0,0,0.0,0.0,10.56,2.64,100,0,0,0,slowbro,53
553,"['raticate', 'staryu', 'alakazam', 'doduo', 'golem', 'raichu']",0.0,281.0,77.0,41.0,41.0,41.0,41.0,40.0,0,0.0,0.0,13.07,4.73,91,4,5,0,slowbro,31
551,"['goldeen', 'jigglypuff', 'seaking', 'poliwhirl', 'krabby', 'electrode']",0.0,283.0,75.0,43.0,43.0,42.0,39.0,41.0,0,0.0,0.0,12.25,4.27,95,2,3,0,lapras,36
655,"['goldeen', 'muk', 'dragonair', 'ninetales', 'mr-mime', 'seadra']",0.0,286.0,76.0,41.0,42.0,43.0,43.0,41.0,0,0.0,0.0,16.08,4.52,100,0,0,0,lapras,36
656,"['jigglypuff', 'magnemite', 'nidoran-f', 'poliwag', 'kabuto', 'sandslash']",0.0,290.0,76.0,43.0,40.0,44.0,44.0,43.0,0,0.0,0.0,12.7,5.64,92,2,6,0,lapras,40
657,"['machamp', 'fearow', 'growlithe', 'onix', 'kangaskhan', 'koffing']",0.0,274.0,74.0,41.0,40.0,38.0,41.0,40.0,0,0.0,0.0,12.93,6.09,69,0,31,0,lapras,49
658,"['kangaskhan', 'slowpoke', 'growlithe', 'magnemite', 'diglett', 'jolteon']",0.0,287.0,78.0,40.0,42.0,42.0,42.0,43.0,0,0.0,0.0,12.69,4.6,83,11,6,0,lapras,40
666,"['tauros', 'charmander', 'nidorino', 'ninetales', 'pinsir', 'marowak']",0.0,291.0,77.0,43.0,45.0,41.0,42.0,43.0,0,0.0,0.0,10.91,3.67,87,7,6,0,lapras,54
667,"['dewgong', 'diglett', 'oddish', 'raichu', 'machop', 'blastoise']",0.0,282.0,75.0,42.0,40.0,41.0,43.0,41.0,0,0.0,0.0,22.0,6.38,62,19,19,0,lapras,44
637,"['venusaur', 'jynx', 'moltres', 'rhyhorn', 'gloom', 'geodude']",0.0,277.0,79.0,38.0,40.0,41.0,38.0,41.0,0,0.0,0.0,11.19,5.29,89,1,10,0,lapras,73
623,"['poliwhirl', 'psyduck', 'primeape', 'nidoqueen', 'omastar', 'dragonair']",0.0,282.0,77.0,43.0,42.0,41.0,39.0,40.0,0,0.0,0.0,15.13,5.19,70,3,27,0,lapras,33
663,"['charmander', 'venonat', 'diglett', 'meowth', 'charmander', 'ditto']",0.0,281.0,78.0,40.0,38.0,41.0,42.0,42.0,0,0.0,0.0,11.52,5.29,100,0,0,0,cloyster,49
555,"['nidoran-f', 'golbat', 'marowak', 'sandshrew', 'ponyta', 'lapras']",0.0,289.0,77.0,43.0,44.0,41.0,42.0,42.0,0,0.0,0.0,15.23,6.95,76,8,15,1,jynx,47
626,"['staryu', 'venusaur', 'hitmonchan', 'dodrio', 'tangela', 'dewgong']",0.0,284.0,77.0,42.0,42.0,43.0,40.0,40.0,0,0.0,0.0,19.93,7.83,64,11,25,0,jynx,26
645,"['dratini', 'metapod', 'hitmonchan', 'hitmonchan', 'muk', 'pidgey']",0.0,288.0,77.0,43.0,45.0,41.0,41.0,41.0,0,0.0,0.0,11.12,4.59,90,6,4,0,jynx,42
554,"['jigglypuff', 'vaporeon', 'venusaur', 'caterpie', 'vaporeon', 'tentacool']",0.0,294.0,80.0,38.0,45.0,44.0,44.0,43.0,0,0.0,0.0,19.66,5.94,93,5,2,0,jynx,43
644,"['zubat', 'arcanine', 'growlithe', 'clefairy', 'dragonair', 'kabutops']",0.0,289.0,78.0,41.0,44.0,40.0,43.0,43.0,0,0.0,0.0,15.65,7.01,83,14,3,0,slowbro,37
643,"['abra', 'snorlax', 'farfetchd', 'poliwrath', 'bellsprout', 'dratini']",0.0,284.0,78.0,40.0,42.0,42.0,41.0,41.0,0,0.0,0.0,25.81,9.41,25,34,41,0,golbat,31
556,"['bulbasaur', 'snorlax', 'magnemite', 'diglett', 'victreebel', 'venonat']",0.0,288.0,76.0,42.0,43.0,41.0,44.0,42.0,0,0.0,0.0,21.46,8.88,43,37,20,0,hitmonchan,29
621,"['flareon', 'hitmonlee', 'slowpoke', 'exeggutor', 'ekans', 'ponyta']",0.0,279.0,76.0,40.0,41.0,41.0,41.0,40.0,0,0.0,0.0,15.08,6.04,71,18,11,0,lapras,50
622,"['marowak', 'kakuna', 'hypno', 'flareon', 'growlithe', 'butterfree']",0.0,285.0,76.0,43.0,42.0,41.0,42.0,41.0,0,0.0,0.0,9.98,2.77,99,0,1,0,jynx,45
624,"['articuno', 'pinsir', 'eevee', 'meowth', 'jigglypuff', 'mr-mime']",0.0,290.0,77.0,43.0,42.0,42.0,42.0,44.0,0,0.0,0.0,12.67,2.95,90,4,6,0,jynx,33
636,"['vulpix', 'omastar', 'farfetchd', 'magnemite', 'oddish', 'bulbasaur']",0.0,275.0,77.0,41.0,40.0,39.0,39.0,39.0,0,0.0,0.0,12.18,3.32,78,21,1,0,jynx,47
625,"['pinsir', 'venomoth', 'abra', 'alakazam', 'mr-mime', 'jolteon']",0.0,272.0,76.0,39.0,40.0,41.0,38.0,38.0,0,0.0,0.0,14.21,4.82,79,8,12,1,lapras,57
627,"['kakuna', 'gastly', 'persian', 'spearow', 'horsea', 'kakuna']",0.0,279.0,77.0,41.0,41.0,40.0,40.0,40.0,0,0.0,0.0,10.04,4.0,93,5,2,0,slowbro,34
639,"['seaking', 'weedle', 'venusaur', 'krabby', 'venusaur', 'dewgong']",0.0,281.0,74.0,42.0,40.0,41.0,42.0,42.0,0,0.0,0.0,16.05,6.25,72,16,12,0,jynx,36
628,"['kangaskhan', 'hypno', 'dugtrio', 'porygon', 'goldeen', 'muk']",0.0,289.0,78.0,40.0,44.0,42.0,42.0,43.0,0,0.0,0.0,15.39,6.3,71,7,22,0,lapras,42
629,"['cloyster', 'cloyster', 'gastly', 'nidorina', 'victreebel', 'sandslash']",0.0,271.0,75.0,40.0,40.0,40.0,38.0,38.0,0,0.0,0.0,20.23,6.4,48,11,41,0,lapras,45
632,"['primeape', 'parasect', 'pinsir', 'slowbro', 'fearow', 'goldeen']",0.0,276.0,74.0,40.0,39.0,43.0,41.0,39.0,0,0.0,0.0,17.7,5.95,55,1,44,0,lapras,48
641,"['magnemite', 'nidoran-f', 'lickitung', 'pidgeotto', 'tauros', 'charmeleon']",0.0,262.0,75.0,38.0,37.0,37.0,37.0,38.0,0,0.0,0.0,11.03,2.67,99,1,0,0,slowbro,56
633,"['vileplume', 'electabuzz', 'onix', 'tentacruel', 'electrode', 'spearow']",0.0,278.0,77.0,39.0,41.0,43.0,38.0,40.0,0,0.0,0.0,13.44,6.46,61,11,28,0,lapras,31
634,"['zubat', 'primeape', 'slowbro', 'graveler', 'kakuna', 'nidorino']",0.0,281.0,76.0,41.0,42.0,40.0,41.0,41.0,0,0.0,0.0,16.4,4.99,77,5,18,0,lapras,41
635,"['alakazam', 'krabby', 'voltorb', 'clefairy', 'seel', 'drowzee']",0.0,285.0,79.0,40.0,44.0,42.0,40.0,40.0,0,0.0,0.0,15.66,6.63,100,0,0,0,cloyster,38
659,"['muk', 'muk', 'dugtrio', 'koffing', 'clefairy', 'marowak']",0.0,291.0,78.0,43.0,44.0,41.0,42.0,43.0,0,0.0,0.0,21.65,8.9,74,9,15,2,lapras,36
0,"['nidoking', 'staryu', 'mankey', 'farfetchd', 'seadra', 'cloyster']",0.0,289.0,77.0,43.0,42.0,42.0,43.0,42.0,0,0.0,0.0,12.87,5.23,89,4,7,0,lapras,51
923,"['fearow', 'pidgey', 'wigglytuff', 'dragonair', 'alakazam', 'cubone']",0.0,278.0,76.0,42.0,42.0,37.0,41.0,40.0,0,0.0,0.0,10.34,3.04,100,0,0,0,slowbro,43
650,"['jynx', 'scyther', 'charizard', 'ditto', 'mr-mime', 'alakazam']",0.0,274.0,76.0,39.0,42.0,41.0,37.0,39.0,0,0.0,0.0,17.3,7.32,60,19,17,4,draw,40
925,"['venonat', 'vulpix', 'porygon', 'muk', 'omastar', 'pidgeotto']",0.0,285.0,82.0,40.0,40.0,41.0,40.0,42.0,0,0.0,0.0,16.02,4.14,98,2,0,0,jynx,34
909,"['wartortle', 'flareon', 'tentacruel', 'bellsprout', 'magmar', 'tauros']",0.0,281.0,75.0,39.0,42.0,41.0,42.0,42.0,0,0.0,0.0,14.23,4.74,82,14,4,0,lapras,50
585,"['poliwrath', 'staryu', 'diglett', 'poliwag', 'omastar', 'dragonite']",0.0,284.0,78.0,40.0,42.0,39.0,43.0,42.0,0,0.0,0.0,16.68,5.54,66,2,32,0,lapras,52
930,"['krabby', 'jolteon', 'butterfree', 'dragonite', 'seadra', 'mew']",0.0,286.0,77.0,40.0,44.0,43.0,42.0,40.0,0,0.0,0.0,18.72,6.84,66,14,20,0,lapras,37
912,"['primeape', 'rhyhorn', 'machoke', 'exeggutor', 'charizard', 'moltres']",0.0,284.0,76.0,43.0,41.0,41.0,41.0,42.0,0,0.0,0.0,17.37,6.34,31,6,63,0,gengar,41
934,"['chansey', 'omanyte', 'abra', 'omanyte', 'rattata', 'magneton']",0.0,285.0,75.0,42.0,43.0,42.0,41.0,42.0,0,0.0,0.0,15.03,4.8,98,2,0,0,jynx,45
902,"['dratini', 'tentacruel', 'machop', 'paras', 'shellder', 'paras']",0.0,287.0,75.0,44.0,41.0,43.0,43.0,41.0,0,0.0,0.0,10.69,3.2,100,0,0,0,cloyster,37
903,"['chansey', 'mr-mime', 'rapidash', 'slowbro', 'marowak', 'ditto']",0.0,284.0,76.0,41.0,42.0,41.0,43.0,41.0,0,0.0,0.0,24.09,10.5,86,7,7,0,jynx,41
904,"['dodrio', 'nidoking', 'charmander', 'magneton', 'ponyta', 'hitmonlee']",0.0,287.0,77.0,41.0,44.0,44.0,41.0,40.0,0,0.0,0.0,14.86,6.14,42,16,42,0,gengar,37
905,"['horsea', 'dratini', 'blastoise', 'pidgeotto', 'ivysaur', 'gastly']",0.0,284.0,76.0,43.0,42.0,40.0,42.0,41.0,0,0.0,0.0,13.44,5.09,88,3,9,0,lapras,65
906,"['dugtrio', 'raticate', 'ekans', 'spearow', 'golbat', 'psyduck']",0.0,288.0,80.0,41.0,43.0,41.0,42.0,41.0,0,0.0,0.0,8.39,2.4,100,0,0,0,slowbro,46
907,"['nidorino', 'charmander', 'caterpie', 'starmie', 'seadra', 'graveler']",0.0,274.0,77.0,39.0,39.0,40.0,39.0,40.0,0,0.0,0.0,13.73,4.92,99,1,0,0,slowbro,36
910,"['metapod', 'bellsprout', 'jigglypuff', 'porygon', 'hypno', 'charmeleon']",0.0,284.0,78.0,41.0,43.0,41.0,40.0,41.0,0,0.0,0.0,10.26,4.13,100,0,0,0,slowbro,35
924,"['gyarados', 'snorlax', 'ivysaur', 'nidoqueen', 'tauros', 'diglett']",0.0,281.0,75.0,43.0,42.0,40.0,40.0,41.0,0,0.0,0.0,23.49,5.73,8,5,87,0,gengar,61
911,"['nidoking', 'tauros', 'paras', 'pikachu', 'golduck', 'voltorb']",0.0,281.0,76.0,43.0,42.0,40.0,40.0,40.0,0,0.0,0.0,9.88,2.97,93,4,3,0,lapras,43
913,"['exeggutor', 'poliwrath', 'squirtle', 'poliwag', 'butterfree', 'bulbasaur']",0.0,285.0,76.0,42.0,41.0,42.0,44.0,40.0,0,0.0,0.0,15.3,7.02,69,5,26,0,jynx,34
927,"['arbok', 'jolteon', 'omastar', 'seadra', 'mewtwo', 'nidorina']",0.0,286.0,77.0,42.0,42.0,40.0,41.0,44.0,0,0.0,0.0,16.74,6.53,68,7,25,0,lapras,52
914,"['arcanine', 'metapod', 'butterfree', 'gyarados', 'staryu', 'kabuto']",0.0,282.0,77.0,42.0,39.0,41.0,42.0,41.0,0,0.0,0.0,16.6,7.12,62,13,25,0,lapras,44
915,"['wartortle', 'pikachu', 'tentacool', 'arbok', 'pikachu', 'pidgeotto']",0.0,288.0,78.0,43.0,43.0,41.0,43.0,40.0,0,0.0,0.0,10.41,2.72,100,0,0,0,jynx,43
917,"['oddish', 'beedrill', 'jolteon', 'krabby', 'nidorino', 'gloom']",0.0,287.0,78.0,42.0,42.0,43.0,42.0,40.0,0,0.0,0.0,10.46,4.3,69,18,13,0,jynx,41
919,"['oddish', 'dragonair', 'nidorina', 'goldeen', 'marowak', 'mewtwo']",0.0,286.0,77.0,40.0,42.0,44.0,40.0,43.0,0,0.0,0.0,11.72,5.03,79,5,15,1,jynx,44
920,"['drowzee', 'ditto', 'vileplume', 'tangela', 'ditto', 'cloyster']",0.0,286.0,78.0,40.0,42.0,44.0,41.0,41.0,0,0.0,0.0,19.8,7.74,86,11,3,0,lapras,50
921,"['metapod', 'rapidash', 'rhyhorn', 'magikarp', 'caterpie', 'pidgey']",0.0,292.0,76.0,46.0,42.0,41.0,45.0,42.0,0,0.0,0.0,7.48,2.21,100,0,0,0,cloyster,59
931,"['bulbasaur', 'diglett', 'starmie', 'vulpix', 'lickitung', 'nidoran-m']",0.0,284.0,77.0,42.0,42.0,39.0,43.0,41.0,0,0.0,0.0,11.64,3.5,99,0,1,0,cloyster,41
932,"['mew', 'abra', 'blastoise', 'onix', 'abra', 'golduck']",0.0,274.0,75.0,39.0,37.0,40.0,41.0,42.0,0,0.0,0.0,25.99,9.54,50,11,39,0,lapras,40
887,"['paras', 'exeggutor', 'geodude', 'vileplume', 'starmie', 'arbok']",0.0,288.0,77.0,42.0,43.0,41.0,43.0,42.0,0,0.0,0.0,14.82,7.47,74,3,23,0,lapras,41
873,"['oddish', 'flareon', 'sandshrew', 'rhyhorn', 'venonat', 'machop']",0.0,281.0,77.0,40.0,40.0,39.0,43.0,42.0,0,0.0,0.0,8.05,3.3,94,3,3,0,slowbro,44
926,"['tangela', 'blastoise', 'geodude', 'bulbasaur', 'zubat', 'horsea']",0.0,288.0,77.0,42.0,42.0,41.0,45.0,41.0,0,0.0,0.0,10.36,3.69,95,1,4,0,jynx,39
890,"['muk', 'slowpoke', 'nidoran-f', 'grimer', 'voltorb', 'geodude']",0.0,286.0,77.0,42.0,43.0,42.0,40.0,42.0,0,0.0,0.0,13.92,4.15,99,1,0,0,cloyster,36
876,"['charmander', 'ponyta', 'machop', 'farfetchd', 'arbok', 'pikachu']",0.0,288.0,78.0,41.0,44.0,40.0,43.0,42.0,0,0.0,0.0,7.97,1.98,100,0,0,0,slowbro,61
733,"['clefable', 'rhydon', 'rhydon', 'abra', 'machamp', 'beedrill']",0.0,283.0,77.0,42.0,43.0,41.0,39.0,41.0,0,0.0,0.0,20.21,9.82,56,1,43,0,lapras,45
901,"['dewgong', 'jigglypuff', 'zubat', 'rattata', 'golduck', 'raticate']",0.0,289.0,78.0,42.0,43.0,42.0,41.0,43.0,0,0.0,0.0,18.35,5.06,100,0,0,0,slowbro,59
900,"['tentacruel', 'clefairy', 'cubone', 'jigglypuff', 'graveler', 'venonat']",0.0,286.0,77.0,43.0,43.0,40.0,41.0,42.0,0,0.0,0.0,14.07,4.76,100,0,0,0,cloyster,38
899,"['farfetchd', 'nidoqueen', 'tangela', 'seadra', 'nidoran-m', 'tangela']",0.0,273.0,75.0,40.0,39.0,42.0,39.0,38.0,0,0.0,0.0,10.84,3.5,100,0,0,0,slowbro,47
883,"['dratini', 'omanyte', 'vulpix', 'squirtle', 'fearow', 'rapidash']",0.0,283.0,77.0,42.0,43.0,39.0,40.0,42.0,0,0.0,0.0,10.69,2.64,100,0,0,0,slowbro,64
870,"['growlithe', 'butterfree', 'exeggcute', 'ivysaur', 'snorlax', 'sandshrew']",0.0,278.0,75.0,38.0,39.0,43.0,42.0,41.0,0,0.0,0.0,20.2,9.48,61,23,16,0,lapras,36
871,"['caterpie', 'poliwag', 'caterpie', 'jigglypuff', 'tentacool', 'metapod']",0.0,295.0,78.0,44.0,45.0,42.0,43.0,43.0,0,0.0,0.0,8.78,3.8,100,0,0,0,dewgong,68
874,"['grimer', 'victreebel', 'butterfree', 'nidoran-f', 'machamp', 'golduck']",0.0,271.0,75.0,39.0,40.0,40.0,39.0,38.0,0,0.0,0.0,14.55,7.1,79,3,18,0,jynx,32
886,"['beedrill', 'golem', 'nidoking', 'golem', 'dewgong', 'omanyte']",0.0,286.0,82.0,42.0,40.0,39.0,41.0,42.0,0,0.0,0.0,16.75,6.2,62,2,36,0,lapras,44
875,"['nidoking', 'jynx', 'gyarados', 'lickitung', 'golduck', 'growlithe']",0.0,279.0,76.0,38.0,41.0,43.0,41.0,40.0,0,0.0,0.0,16.92,4.68,25,8,67,0,gengar,38
877,"['dodrio', 'dragonite', 'nidoking', 'lapras', 'krabby', 'weedle']",0.0,289.0,78.0,39.0,45.0,44.0,41.0,42.0,0,0.0,0.0,18.38,7.54,43,7,50,0,gengar,27
889,"['koffing', 'kadabra', 'flareon', 'magmar', 'abra', 'omanyte']",0.0,274.0,76.0,41.0,38.0,40.0,39.0,40.0,0,0.0,0.0,11.51,3.29,95,5,0,0,lapras,78
878,"['raticate', 'dewgong', 'golduck', 'mankey', 'venusaur', 'nidoqueen']",0.0,286.0,77.0,42.0,43.0,40.0,42.0,42.0,0,0.0,0.0,21.76,8.98,73,15,12,0,lapras,49
879,"['diglett', 'onix', 'kabutops', 'dratini', 'nidoran-f', 'diglett']",0.0,276.0,77.0,37.0,41.0,41.0,39.0,41.0,0,0.0,0.0,10.2,3.54,95,2,3,0,jynx,37
881,"['venomoth', 'raticate', 'bellsprout', 'electrode', 'omanyte', 'aerodactyl']",0.0,276.0,75.0,40.0,40.0,41.0,40.0,40.0,0,0.0,0.0,12.92,5.28,89,2,9,0,lapras,35
882,"['drowzee', 'rhydon', 'seadra', 'paras', 'goldeen', 'mankey']",0.0,289.0,77.0,41.0,43.0,45.0,42.0,41.0,0,0.0,0.0,10.94,3.83,97,2,1,0,slowbro,35
884,"['hypno', 'raticate', 'poliwhirl', 'nidorino', 'kangaskhan', 'geodude']",0.0,293.0,78.0,42.0,44.0,42.0,45.0,42.0,0,0.0,0.0,16.88,6.75,70,14,16,0,lapras,43
898,"['growlithe', 'koffing', 'clefairy', 'dugtrio', 'beedrill', 'starmie']",0.0,291.0,78.0,42.0,42.0,41.0,44.0,44.0,0,0.0,0.0,14.76,6.98,95,1,4,0,slowbro,55
885,"['alakazam', 'bellsprout', 'zubat', 'omastar', 'meowth', 'parasect']",0.0,284.0,76.0,42.0,42.0,42.0,41.0,41.0,0,0.0,0.0,12.2,4.21,89,5,6,0,lapras,36
605,"['jynx', 'metapod', 'shellder', 'vaporeon', 'articuno', 'seadra']",0.0,285.0,78.0,43.0,42.0,41.0,39.0,42.0,0,0.0,0.0,21.56,7.63,65,11,24,0,lapras,36
168,"['magnemite', 'pinsir', 'kabutops', 'pinsir', 'dewgong', 'gastly']",0.0,272.0,77.0,38.0,40.0,41.0,38.0,38.0,0,0.0,0.0,22.92,4.47,7,1,92,0,gengar,65
608,"['weedle', 'dugtrio', 'magnemite', 'ivysaur', 'seel', 'cloyster']",0.0,275.0,76.0,40.0,40.0,38.0,41.0,40.0,0,0.0,0.0,12.4,4.64,92,8,0,0,lapras,42
967,"['hitmonchan', 'dewgong', 'kadabra', 'poliwag', 'dragonair', 'ekans']",0.0,285.0,77.0,42.0,41.0,40.0,43.0,42.0,0,0.0,0.0,15.1,5.47,95,2,3,0,jynx,51
989,"['raticate', 'mankey', 'dratini', 'wigglytuff', 'alakazam', 'mankey']",0.0,289.0,77.0,43.0,43.0,43.0,42.0,41.0,0,0.0,0.0,10.03,2.67,99,1,0,0,jynx,37
974,"['ekans', 'kingler', 'electrode', 'zubat', 'pikachu', 'lickitung']",0.0,285.0,77.0,44.0,41.0,40.0,42.0,41.0,0,0.0,0.0,10.3,2.63,93,7,0,0,jynx,40
956,"['eevee', 'gloom', 'exeggcute', 'chansey', 'cubone', 'jolteon']",0.0,285.0,78.0,42.0,43.0,42.0,39.0,41.0,0,0.0,0.0,12.29,5.38,90,10,0,0,lapras,41
992,"['lickitung', 'charizard', 'moltres', 'exeggcute', 'abra', 'scyther']",0.0,273.0,76.0,39.0,39.0,40.0,39.0,40.0,0,0.0,0.0,12.4,3.99,91,4,5,0,lapras,63
977,"['raichu', 'drowzee', 'rattata', 'mr-mime', 'flareon', 'muk']",0.0,286.0,77.0,42.0,43.0,41.0,41.0,42.0,0,0.0,0.0,12.49,4.42,98,2,0,0,slowbro,34
897,"['kingler', 'squirtle', 'machamp', 'psyduck', 'kakuna', 'jynx']",0.0,289.0,80.0,41.0,43.0,41.0,42.0,42.0,0,0.0,0.0,13.57,5.26,63,10,27,0,lapras,35
933,"['exeggcute', 'cloyster', 'tentacool', 'porygon', 'tentacruel', 'weezing']",0.0,293.0,78.0,45.0,42.0,42.0,44.0,42.0,0,0.0,0.0,16.49,5.93,80,10,10,0,lapras,46
935,"['golem', 'nidorina', 'magmar', 'nidoran-f', 'victreebel', 'krabby']",0.0,280.0,75.0,42.0,42.0,41.0,41.0,39.0,0,0.0,0.0,10.46,4.12,86,5,8,1,lapras,51
868,"['charmander', 'alakazam', 'bellsprout', 'raticate', 'jolteon', 'venonat']",0.0,288.0,79.0,43.0,41.0,41.0,42.0,42.0,0,0.0,0.0,10.45,2.87,97,3,0,0,slowbro,45
