,Team,Efficiency: (Wins/avg_Time),base_total,hp,speed,attack,defense,sp_attack,sp_defense,Wins,Avg Time Win,SD Time Win,Avg Time Loss,SD Time Loss,Losses to Lorelei,Losses to Bruno,Losses to Agatha,Losses to Lance,Nemesis,Nemesis Losses
6303,"['weedle', 'dragonair', 'lickitung', 'bulbasaur', 'doduo', 'vaporeon']",0.0,2663.0,761.0,365.0,403.0,354.0,390.0,390.0,0,0.0,0.0,11.97,3.43,100,0,0,0,slowbro,40
6304,"['poliwrath', 'poliwag', 'spearow', 'clefable', 'oddish', 'nidoqueen']",0.0,2890.0,760.0,426.0,447.0,410.0,416.0,431.0,0,0.0,0.0,19.5,7.49,50,14,36,0,lapras,34
6305,"['jigglypuff', 'meowth', 'vaporeon', 'shellder', 'dewgong', 'bellsprout']",0.0,2675.0,815.0,355.0,395.0,360.0,410.0,340.0,0,0.0,0.0,20.01,7.17,98,1,1,0,jynx,33
6306,"['seadra', 'squirtle', 'mankey', 'kangaskhan', 'doduo', 'exeggcute']",0.0,2694.0,699.0,433.0,443.0,430.0,345.0,344.0,0,0.0,0.0,14.72,4.25,89,9,2,0,jynx,46
6307,"['cubone', 'aerodactyl', 'goldeen', 'arbok', 'sandshrew', 'charmeleon']",0.0,2818.0,703.0,458.0,486.0,462.0,330.0,379.0,0,0.0,0.0,8.98,3.06,97,2,1,0,slowbro,47
6308,"['charmander', 'raticate', 'metapod', 'tangela', 'electrode', 'poliwrath']",0.0,2872.0,719.0,502.0,383.0,468.0,415.0,385.0,0,0.0,0.0,14.21,5.86,82,14,4,0,slowbro,39
6309,"['venonat', 'metapod', 'mew', 'gengar', 'golbat', 'weezing']",1.018233483305707,3059.3,764.3,465.0,440.0,485.0,475.0,430.0,43,42.23,6.9,30.16,10.26,21,3,25,8,gengar,38
6310,"['ivysaur', 'dragonite', 'mewtwo', 'tentacool', 'mew', 'shellder']",0.0704225352112676,3429.3,781.3,510.0,541.0,513.0,559.0,525.0,2,28.4,1.13,14.61,6.51,67,5,24,2,lapras,56
6311,"['hitmonchan', 'lapras', 'persian', 'nidorina', 'seaking', 'nidoran-m']",0.0,3028.0,801.0,455.0,501.0,421.0,375.0,475.0,0,0.0,0.0,20.61,4.78,10,34,56,0,gengar,37
6312,"['onix', 'exeggutor', 'primeape', 'exeggcute', 'paras', 'venomoth']",0.0,2845.0,625.0,405.0,450.0,530.0,440.0,395.0,0,0.0,0.0,13.2,6.69,82,6,12,0,lapras,42
6313,"['grimer', 'wartortle', 'golduck', 'geodude', 'kingler', 'venomoth']",0.0,2965.0,744.0,383.0,530.0,513.0,400.0,395.0,0,0.0,0.0,15.12,6.05,80,8,12,0,lapras,30
6314,"['slowbro', 'mankey', 'metapod', 'pinsir', 'venonat', 'rapidash']",0.0,2815.0,735.0,395.0,485.0,450.0,365.0,385.0,0,0.0,0.0,21.8,7.42,55,8,37,0,lapras,31
6315,"['eevee', 'omanyte', 'nidoking', 'dodrio', 'zubat', 'grimer']",0.0,2735.0,711.0,395.0,462.0,412.0,380.0,375.0,0,0.0,0.0,10.21,2.59,99,0,1,0,slowbro,51
6316,"['charmander', 'dragonair', 'ditto', 'gengar', 'sandshrew', 'cubone']",0.8243500317057705,2647.0,668.0,398.0,404.0,426.0,398.0,353.0,26,31.54,6.09,19.69,9.35,42,7,15,10,lapras,34
6317,"['gyarados', 'weedle', 'ninetales', 'lickitung', 'hitmonchan', 'alakazam']",0.0625978090766823,3090.0,763.0,487.0,476.0,413.0,421.0,530.0,2,31.95,3.32,16.51,6.27,36,11,45,6,draw,39
6318,"['weepinbell', 'dragonair', 'lickitung', 'jynx', 'golduck', 'nidorina']",0.0,3025.0,791.0,421.0,453.0,400.0,510.0,450.0,0,0.0,0.0,13.49,5.53,73,15,12,0,slowbro,50
6319,"['charizard', 'slowpoke', 'horsea', 'ivysaur', 'magikarp', 'nidoran-m']",0.0,2532.0,684.0,395.0,348.0,401.0,384.0,320.0,0,0.0,0.0,10.23,3.06,99,1,0,0,slowbro,28
6320,"['blastoise', 'moltres', 'mr-mime', 'wigglytuff', 'dodrio', 'squirtle']",0.0,3299.0,813.0,486.0,486.0,465.0,535.0,514.0,0,0.0,0.0,17.05,6.09,76,5,19,0,lapras,59
6321,"['seel', 'magnemite', 'exeggutor', 'gastly', 'machamp', 'zapdos']",0.2541296060991105,3085.0,755.0,410.0,460.0,435.0,585.0,440.0,10,39.35,4.73,27.24,6.71,9,2,78,1,gengar,57
6322,"['lickitung', 'clefairy', 'arcanine', 'electabuzz', 'kabutops', 'alakazam']",0.0,3258.0,790.0,495.0,488.0,440.0,545.0,500.0,0,0.0,0.0,19.94,9.66,66,15,18,1,draw,44
6323,"['kingler', 'rhyhorn', 'vulpix', 'zapdos', 'electrode', 'mankey']",0.0,3004.0,723.0,515.0,506.0,470.0,400.0,390.0,0,0.0,0.0,15.97,4.77,23,10,65,2,gengar,36
6324,"['victreebel', 'electabuzz', 'doduo', 'machoke', 'magikarp', 'geodude']",0.0,2705.0,680.0,425.0,493.0,422.0,355.0,330.0,0,0.0,0.0,8.79,3.46,85,12,3,0,lapras,45
6325,"['slowbro', 'exeggutor', 'kangaskhan', 'gloom', 'nidorino', 'doduo']",0.0,3090.0,811.0,385.0,517.0,477.0,470.0,430.0,0,0.0,0.0,24.38,6.96,38,6,56,0,gengar,44
6326,"['magnemite', 'butterfree', 'mewtwo', 'hitmonchan', 'gengar', 'porygon']",2.204553668232743,3260.0,726.0,501.0,450.0,449.0,619.0,515.0,61,27.67,3.3,19.88,5.15,10,1,26,2,gengar,50
6327,"['golem', 'magneton', 'weepinbell', 'butterfree', 'venusaur', 'mr-mime']",0.0364963503649635,3240.0,735.0,440.0,472.0,503.0,580.0,510.0,1,27.4,0.0,12.45,4.87,60,19,20,0,lapras,48
6328,"['nidoran-f', 'aerodactyl', 'electabuzz', 'ponyta', 'nidoran-m', 'koffing']",0.0,2813.0,696.0,481.0,472.0,394.0,390.0,380.0,0,0.0,0.0,8.55,2.57,97,2,1,0,lapras,48
6329,"['snorlax', 'grimer', 'charmander', 'jolteon', 'graveler', 'seadra']",0.0,3039.0,814.0,400.0,497.0,458.0,445.0,425.0,0,0.0,0.0,21.83,9.43,59,26,15,0,lapras,44
6330,"['squirtle', 'slowpoke', 'squirtle', 'metapod', 'golem', 'rhyhorn']",0.0,2498.0,748.0,231.0,416.0,505.0,280.0,318.0,0,0.0,0.0,11.66,3.08,98,2,0,0,cloyster,43
6331,"['porygon', 'articuno', 'grimer', 'persian', 'poliwag', 'chansey']",0.0,3000.0,950.0,435.0,380.0,355.0,390.0,490.0,0,0.0,0.0,16.26,5.96,97,2,1,0,jynx,32
6332,"['exeggutor', 'aerodactyl', 'slowbro', 'charizard', 'persian', 'metapod']",0.0,3224.0,823.0,490.0,479.0,483.0,514.0,435.0,0,0.0,0.0,20.78,6.75,56,6,38,0,lapras,38
6333,"['spearow', 'rhyhorn', 'rapidash', 'abra', 'pidgeotto', 'nidorino']",0.0,2641.0,694.0,456.0,427.0,352.0,381.0,331.0,0,0.0,0.0,7.77,1.75,100,0,0,0,slowbro,33
6334,"['psyduck', 'raticate', 'slowpoke', 'dugtrio', 'golem', 'drowzee']",0.0,2806.0,730.0,404.0,496.0,428.0,333.0,415.0,0,0.0,0.0,11.66,3.96,97,0,3,0,slowbro,40
6335,"['rattata', 'mr-mime', 'cloyster', 'venusaur', 'rapidash', 'venonat']",0.0,3078.0,685.0,492.0,463.0,513.0,460.0,465.0,0,0.0,0.0,15.37,5.99,86,8,6,0,slowbro,42
6336,"['geodude', 'poliwag', 'pikachu', 'poliwrath', 'machop', 'jolteon']",0.0,2770.0,700.0,465.0,455.0,415.0,365.0,370.0,0,0.0,0.0,13.0,5.23,69,18,13,0,lapras,35
6337,"['kabutops', 'squirtle', 'porygon', 'vulpix', 'charizard', 'pikachu']",0.0,2867.0,680.0,448.0,433.0,428.0,439.0,439.0,0,0.0,0.0,13.25,4.25,60,28,12,0,lapras,46
6338,"['dugtrio', 'kadabra', 'kakuna', 'nidoqueen', 'doduo', 'spearow']",0.0,2617.0,645.0,511.0,427.0,322.0,366.0,346.0,0,0.0,0.0,7.3,2.24,100,0,0,0,slowbro,50
6339,"['mewtwo', 'clefable', 'articuno', 'exeggutor', 'clefable', 'squirtle']",0.4961958319550115,3580.0,885.0,463.0,508.0,516.0,644.0,564.0,15,30.23,5.84,28.34,6.68,3,0,78,4,gengar,42
6340,"['kingler', 'abra', 'jynx', 'farfetchd', 'dragonite', 'dugtrio']",0.0284900284900284,3152.0,683.0,550.0,554.0,395.0,508.0,462.0,1,35.1,0.0,15.87,6.55,54,14,31,0,lapras,47
6341,"['aerodactyl', 'aerodactyl', 'horsea', 'pidgeot', 'moltres', 'porygon']",0.0,3289.0,788.0,581.0,520.0,465.0,500.0,435.0,0,0.0,0.0,11.28,4.1,92,0,8,0,jynx,44
6342,"['porygon', 'butterfree', 'wartortle', 'nidorina', 'psyduck', 'moltres']",0.0,2970.0,754.0,399.0,412.0,435.0,515.0,455.0,0,0.0,0.0,11.88,3.07,99,1,0,0,slowbro,56
6343,"['zubat', 'diglett', 'rapidash', 'cloyster', 'bellsprout', 'ponyta']",0.0,2755.0,625.0,485.0,485.0,430.0,395.0,335.0,0,0.0,0.0,10.61,4.52,90,7,3,0,slowbro,59
6344,"['bellsprout', 'eevee', 'bellsprout', 'jolteon', 'primeape', 'persian']",0.0,2855.0,710.0,505.0,475.0,330.0,450.0,385.0,0,0.0,0.0,9.57,3.92,89,8,3,0,lapras,35
6345,"['pikachu', 'machamp', 'persian', 'weezing', 'machoke', 'onix']",0.0,2960.0,635.0,465.0,520.0,560.0,375.0,405.0,0,0.0,0.0,11.25,5.53,81,2,17,0,lapras,57
6346,"['paras', 'blastoise', 'tauros', 'zubat', 'arcanine', 'pidgeotto']",0.0,2964.0,742.0,464.0,498.0,450.0,380.0,430.0,0,0.0,0.0,11.26,3.55,90,7,3,0,lapras,49
6347,"['seel', 'jynx', 'omastar', 'graveler', 'koffing', 'tentacruel']",0.0,3030.0,735.0,395.0,415.0,520.0,490.0,475.0,0,0.0,0.0,23.06,7.47,40,11,48,1,lapras,35
6348,"['kangaskhan', 'squirtle', 'pidgeotto', 'nidoqueen', 'nidoran-f', 'tauros']",0.0,2933.0,792.0,461.0,472.0,464.0,325.0,419.0,0,0.0,0.0,11.59,3.77,87,8,5,0,lapras,47
6349,"['seaking', 'magnemite', 'venusaur', 'diglett', 'magnemite', 'mewtwo']",0.092793071450665,3080.0,686.0,493.0,439.0,433.0,574.0,455.0,3,32.33,1.92,15.83,6.59,53,9,32,3,lapras,34
6350,"['ivysaur', 'mankey', 'dewgong', 'fearow', 'nidoqueen', 'goldeen']",0.0,2962.0,750.0,469.0,491.0,420.0,386.0,446.0,0,0.0,0.0,16.39,6.7,90,4,6,0,lapras,31
6351,"['kabutops', 'jolteon', 'aerodactyl', 'horsea', 'wartortle', 'meowth']",0.0,3035.0,694.0,578.0,463.0,445.0,440.0,415.0,0,0.0,0.0,16.93,5.27,31,22,47,0,gengar,40
6352,"['paras', 'porygon', 'charmeleon', 'kabuto', 'venomoth', 'jigglypuff']",0.0,2670.0,733.0,340.0,414.0,383.0,430.0,370.0,0,0.0,0.0,11.4,3.07,100,0,0,0,slowbro,53
6353,"['paras', 'weezing', 'slowpoke', 'porygon', 'golbat', 'snorlax']",0.0,2990.0,850.0,290.0,505.0,475.0,415.0,455.0,0,0.0,0.0,24.21,10.15,46,29,24,1,lapras,37
6354,"['kangaskhan', 'raichu', 'dewgong', 'rhydon', 'ninetales', 'charizard']",0.0,3484.0,871.0,540.0,575.0,518.0,465.0,515.0,0,0.0,0.0,20.29,8.71,54,16,30,0,lapras,50
6355,"['horsea', 'shellder', 'pinsir', 'oddish', 'poliwrath', 'goldeen']",0.0,2760.0,665.0,378.0,472.0,510.0,380.0,355.0,0,0.0,0.0,17.52,6.24,52,3,45,0,lapras,39
6356,"['vaporeon', 'vulpix', 'magneton', 'tangela', 'ninetales', 'doduo']",0.0,3049.0,751.0,465.0,412.0,460.0,526.0,435.0,0,0.0,0.0,14.97,4.77,92,7,1,0,lapras,72
6357,"['mr-mime', 'kabuto', 'dragonair', 'bulbasaur', 'diglett', 'zapdos']",0.0,2908.0,636.0,485.0,433.0,409.0,480.0,465.0,0,0.0,0.0,13.94,5.95,65,19,14,2,lapras,46
6358,"['magnemite', 'pidgeot', 'rhydon', 'dodrio', 'dodrio', 'nidoking']",0.0,3244.0,774.0,521.0,597.0,512.0,445.0,395.0,0,0.0,0.0,14.98,7.08,64,3,33,0,lapras,26
6359,"['koffing', 'venonat', 'koffing', 'weedle', 'caterpie', 'articuno']",0.0,2465.0,675.0,325.0,365.0,435.0,325.0,340.0,0,0.0,0.0,9.31,2.78,99,0,1,0,jynx,36
6360,"['staryu', 'krabby', 'gloom', 'weepinbell', 'slowbro', 'omanyte']",0.0,2805.0,675.0,325.0,450.0,505.0,485.0,365.0,0,0.0,0.0,19.46,6.1,61,26,13,0,lapras,44
6361,"['staryu', 'muk', 'machoke', 'electrode', 'vaporeon', 'pinsir']",0.0,3270.0,830.0,510.0,520.0,460.0,460.0,490.0,0,0.0,0.0,26.28,8.53,44,3,53,0,gengar,42
6362,"['pinsir', 'krabby', 'rhyhorn', 'bulbasaur', 'beedrill', 'omanyte']",0.0,2748.0,680.0,345.0,524.0,504.0,340.0,355.0,0,0.0,0.0,9.55,3.25,91,4,5,0,lapras,56
6363,"['ninetales', 'wigglytuff', 'graveler', 'mr-mime', 'ivysaur', 'mewtwo']",0.0,3385.0,834.0,490.0,488.0,483.0,575.0,515.0,0,0.0,0.0,14.45,6.65,91,3,6,0,jynx,48
6364,"['staryu', 'victreebel', 'goldeen', 'psyduck', 'muk', 'poliwhirl']",0.0,2865.0,735.0,443.0,469.0,398.0,415.0,405.0,0,0.0,0.0,14.86,5.39,93,6,1,0,jynx,34
6365,"['dodrio', 'sandshrew', 'shellder', 'kadabra', 'kabutops', 'dewgong']",0.0,2955.0,690.0,475.0,500.0,500.0,410.0,380.0,0,0.0,0.0,18.92,7.08,72,12,16,0,lapras,31
6366,"['electrode', 'magnemite', 'doduo', 'nidorino', 'persian', 'goldeen']",0.0,2760.0,651.0,543.0,409.0,392.0,395.0,370.0,0,0.0,0.0,9.61,2.84,90,9,1,0,lapras,38
6367,"['voltorb', 'cloyster', 'lickitung', 'doduo', 'abra', 'kangaskhan']",0.0,2860.0,705.0,485.0,410.0,475.0,410.0,375.0,0,0.0,0.0,17.18,5.48,69,23,8,0,lapras,57
6368,"['butterfree', 'golem', 'golem', 'voltorb', 'nidorino', 'machop']",0.0,2895.0,751.0,390.0,497.0,497.0,375.0,385.0,0,0.0,0.0,9.73,4.56,83,0,17,0,lapras,34
6369,"['venusaur', 'electrode', 'hitmonchan', 'moltres', 'kabuto', 'diglett']",0.0,3180.0,680.0,576.0,502.0,467.0,460.0,495.0,0,0.0,0.0,11.92,4.19,69,6,25,0,lapras,47
6370,"['gastly', 'magmar', 'spearow', 'gastly', 'primeape', 'primeape']",0.0427350427350427,2797.0,655.0,543.0,465.0,297.0,481.0,356.0,1,23.4,0.0,16.75,5.09,24,0,75,0,gengar,39
6371,"['paras', 'shellder', 'electabuzz', 'jolteon', 'tentacruel', 'mewtwo']",0.0261096605744125,3310.0,741.0,560.0,493.0,457.0,559.0,500.0,1,38.3,0.0,15.89,6.67,66,8,23,2,lapras,38
6372,"['marowak', 'exeggutor', 'charizard', 'jigglypuff', 'magikarp', 'poliwag']",0.0,2769.0,768.0,420.0,394.0,418.0,414.0,355.0,0,0.0,0.0,12.36,5.03,82,11,7,0,lapras,27
6373,"['nidoqueen', 'magneton', 'omastar', 'venonat', 'jolteon', 'victreebel']",0.0,3295.0,775.0,476.0,467.0,512.0,590.0,475.0,0,0.0,0.0,20.26,5.42,19,22,59,0,gengar,40
6374,"['hitmonlee', 'muk', 'hitmonchan', 'charmander', 'eevee', 'arcanine']",0.0,3109.0,749.0,458.0,577.0,410.0,370.0,545.0,0,0.0,0.0,12.14,5.04,59,23,18,0,draw,57
6375,"['mr-mime', 'raichu', 'arcanine', 'kangaskhan', 'cubone', 'farfetchd']",0.0,3197.0,757.0,510.0,510.0,460.0,458.0,502.0,0,0.0,0.0,12.62,4.71,83,11,6,0,slowbro,33
6376,"['spearow', 'venonat', 'nidoran-f', 'sandslash', 'butterfree', 'kabuto']",0.0,2552.0,680.0,376.0,417.0,412.0,331.0,336.0,0,0.0,0.0,9.74,2.69,100,0,0,0,slowbro,60
6377,"['rapidash', 'cloyster', 'weepinbell', 'alakazam', 'cloyster', 'cubone']",0.0,3270.0,695.0,485.0,510.0,650.0,540.0,390.0,0,0.0,0.0,13.8,4.7,90,3,7,0,lapras,47
6378,"['pidgey', 'rattata', 'marowak', 'drowzee', 'mankey', 'dugtrio']",0.0,2497.0,625.0,435.0,439.0,345.0,268.0,385.0,0,0.0,0.0,7.27,2.08,100,0,0,0,cloyster,47
6379,"['psyduck', 'machamp', 'shellder', 'shellder', 'rhyhorn', 'kadabra']",0.0,2690.0,680.0,350.0,462.0,483.0,400.0,315.0,0,0.0,0.0,8.53,2.65,99,1,0,0,jynx,44
6380,"['cloyster', 'gyarados', 'zapdos', 'ivysaur', 'pidgeotto', 'nidoking']",0.0692041522491349,3414.0,799.0,497.0,564.0,569.0,515.0,470.0,2,28.9,6.22,20.95,4.92,10,3,79,6,gengar,57
6381,"['gengar', 'charmeleon', 'horsea', 'rapidash', 'marowak', 'ponyta']",1.488238118098896,3045.0,683.0,520.0,464.0,453.0,505.0,420.0,31,20.83,4.27,14.63,5.67,23,1,27,18,gengar,21
6382,"['rhydon', 'nidoran-m', 'parasect', 'dewgong', 'dewgong', 'kabuto']",0.0,2978.0,781.0,345.0,532.0,520.0,370.0,430.0,0,0.0,0.0,23.22,9.51,82,9,9,0,lapras,57
6383,"['metapod', 'staryu', 'mankey', 'beedrill', 'charmander', 'charizard']",0.0,2598.0,662.0,455.0,401.0,336.0,374.0,370.0,0,0.0,0.0,11.44,5.21,96,3,1,0,slowbro,51
6384,"['golem', 'rapidash', 'oddish', 'magnemite', 'poliwrath', 'staryu']",0.0,3000.0,695.0,410.0,475.0,505.0,475.0,440.0,0,0.0,0.0,16.84,5.66,29,15,55,1,gengar,43
6385,"['zapdos', 'articuno', 'beedrill', 'pinsir', 'mewtwo', 'cubone']",2.087475149105368,3565.0,826.0,540.0,580.0,540.0,544.0,535.0,42,20.12,2.92,17.32,4.13,4,0,52,2,gengar,33
6386,"['exeggutor', 'cloyster', 'moltres', 'charmeleon', 'seadra', 'eevee']",0.0,3315.0,763.0,465.0,504.0,588.0,585.0,410.0,0,0.0,0.0,15.54,6.57,83,3,14,0,lapras,36
6387,"['metapod', 'ivysaur', 'dragonair', 'nidoking', 'mr-mime', 'zubat']",0.0,2750.0,692.0,420.0,388.0,390.0,420.0,440.0,0,0.0,0.0,9.07,2.19,100,0,0,0,slowbro,56
6388,"['blastoise', 'nidoking', 'golduck', 'alakazam', 'venusaur', 'grimer']",0.0,3395.0,815.0,503.0,509.0,463.0,570.0,535.0,0,0.0,0.0,17.11,5.49,42,4,53,1,lapras,36
6389,"['ninetales', 'articuno', 'meowth', 'kabutops', 'arcanine', 'abra']",0.0,3245.0,738.0,570.0,481.0,440.0,516.0,500.0,0,0.0,0.0,11.91,4.22,85,3,12,0,draw,86
6390,"['machop', 'doduo', 'venonat', 'magneton', 'psyduck', 'omanyte']",0.0,2570.0,660.0,345.0,402.0,418.0,415.0,330.0,0,0.0,0.0,10.13,2.45,95,4,1,0,lapras,61
6391,"['exeggcute', 'goldeen', 'tauros', 'magneton', 'machoke', 'marowak']",0.0,2940.0,730.0,403.0,477.0,540.0,385.0,405.0,0,0.0,0.0,13.89,6.16,72,8,20,0,lapras,60
6392,"['hitmonchan', 'haunter', 'mewtwo', 'bulbasaur', 'clefairy', 'muk']",1.01364522417154,3191.0,781.0,461.0,494.0,416.0,524.0,515.0,26,25.65,3.3,17.13,6.41,26,5,33,10,gengar,29
6393,"['zubat', 'butterfree', 'tauros', 'golem', 'geodude', 'shellder']",0.0,2740.0,685.0,370.0,485.0,540.0,320.0,340.0,0,0.0,0.0,8.97,3.33,97,0,3,0,slowbro,43
6394,"['voltorb', 'kadabra', 'dodrio', 'drowzee', 'drowzee', 'fearow']",0.0,2808.0,685.0,529.0,391.0,335.0,412.0,456.0,0,0.0,0.0,8.44,2.32,99,1,0,0,cloyster,45
6395,"['venomoth', 'ninetales', 'nidorina', 'dragonite', 'seaking', 'dugtrio']",0.0,3305.0,779.0,544.0,559.0,442.0,471.0,510.0,0,0.0,0.0,14.88,6.8,80,6,14,0,slowbro,32
6396,"['goldeen', 'weedle', 'wartortle', 'rhyhorn', 'onix', 'dragonair']",0.0,2485.0,585.0,366.0,409.0,520.0,280.0,325.0,0,0.0,0.0,9.62,2.7,99,1,0,0,slowbro,34
6397,"['machoke', 'magneton', 'venomoth', 'porygon', 'kadabra', 'starmie']",0.0,3145.0,725.0,495.0,425.0,440.0,595.0,465.0,0,0.0,0.0,12.03,4.02,85,9,6,0,lapras,71
6398,"['porygon', 'vulpix', 'charmeleon', 'graveler', 'butterfree', 'kakuna']",0.0,2599.0,681.0,355.0,360.0,413.0,405.0,385.0,0,0.0,0.0,9.2,2.62,100,0,0,0,jynx,48
6399,"['moltres', 'persian', 'scyther', 'chansey', 'wartortle', 'dratini']",0.0,3185.0,935.0,498.0,442.0,390.0,425.0,495.0,0,0.0,0.0,13.37,4.17,100,0,0,0,slowbro,37
6400,"['dugtrio', 'bellsprout', 'ditto', 'seel', 'kingler', 'lapras']",0.0225225225225225,2858.0,743.0,418.0,513.0,413.0,378.0,393.0,1,44.4,0.0,24.96,9.91,51,11,37,0,jynx,30
6401,"['exeggutor', 'abra', 'kangaskhan', 'kabuto', 'gyarados', 'tauros']",0.0,3225.0,785.0,511.0,545.0,474.0,455.0,455.0,0,0.0,0.0,21.84,6.55,24,0,76,0,haunter,40
6402,"['venusaur', 'venomoth', 'parasect', 'caterpie', 'tangela', 'geodude']",0.0,2820.0,720.0,355.0,437.0,503.0,430.0,375.0,0,0.0,0.0,10.1,2.97,98,2,0,0,lapras,36
6403,"['fearow', 'slowpoke', 'koffing', 'charmander', 'dragonair', 'diglett']",0.0,2601.0,665.0,410.0,441.0,388.0,356.0,341.0,0,0.0,0.0,9.77,2.9,99,1,0,0,cloyster,41
6404,"['horsea', 'alakazam', 'electabuzz', 'tentacruel', 'golduck', 'haunter']",0.3322259136212624,3215.0,715.0,595.0,405.0,390.0,620.0,490.0,11,33.11,4.13,20.12,7.08,45,1,41,2,lapras,37
6405,"['aerodactyl', 'marowak', 'seadra', 'nidoran-m', 'graveler', 'charizard']",0.0,3087.0,734.0,475.0,516.0,533.0,429.0,400.0,0,0.0,0.0,11.4,4.8,88,0,12,0,lapras,47
6406,"['arcanine', 'doduo', 'graveler', 'blastoise', 'golbat', 'charmeleon']",0.101010101010101,3155.0,752.0,483.0,547.0,498.0,440.0,435.0,3,29.7,2.65,12.4,5.5,80,5,7,5,lapras,48
6407,"['magmar', 'omastar', 'kingler', 'dratini', 'poliwrath', 'vaporeon']",0.0,3310.0,811.0,438.0,539.0,527.0,525.0,470.0,0,0.0,0.0,22.94,4.8,9,14,77,0,gengar,51
6408,"['ekans', 'rattata', 'rhydon', 'sandslash', 'rattata', 'ekans']",0.0,2527.0,670.0,389.0,492.0,418.0,250.0,308.0,0,0.0,0.0,7.54,2.23,99,1,0,0,cloyster,48
6409,"['meowth', 'haunter', 'arbok', 'ekans', 'pidgeotto', 'pidgeot']",0.0,2769.0,686.0,522.0,420.0,353.0,410.0,378.0,0,0.0,0.0,11.1,5.02,84,3,10,3,draw,46
6410,"['marowak', 'seel', 'farfetchd', 'grimer', 'charmeleon', 'gastly']",0.0,2677.0,705.0,365.0,424.0,388.0,403.0,392.0,0,0.0,0.0,13.28,5.73,87,7,6,0,slowbro,35
6411,"['kangaskhan', 'geodude', 'golem', 'exeggutor', 'gloom', 'seaking']",0.0,3170.0,820.0,348.0,577.0,560.0,430.0,435.0,0,0.0,0.0,18.98,6.08,27,3,70,0,gengar,48
6412,"['starmie', 'metapod', 'mankey', 'blastoise', 'pidgeot', 'dewgong']",0.0,3024.0,762.0,494.0,438.0,460.0,415.0,455.0,0,0.0,0.0,23.93,8.1,78,13,9,0,lapras,43
6413,"['snorlax', 'hitmonlee', 'dewgong', 'electabuzz', 'porygon', 'slowpoke']",0.0,3180.0,880.0,377.0,538.0,420.0,420.0,545.0,0,0.0,0.0,27.99,8.52,32,37,31,0,machamp,28
6414,"['koffing', 'kingler', 'hypno', 'hypno', 'golduck', 'arbok']",0.0,3239.0,765.0,439.0,548.0,527.0,446.0,514.0,0,0.0,0.0,16.64,6.84,75,6,19,0,lapras,36
6415,"['haunter', 'weezing', 'venusaur', 'growlithe', 'kabutops', 'alakazam']",0.5830903790087463,3275.0,720.0,525.0,487.0,473.0,600.0,470.0,14,24.01,3.58,16.87,5.41,22,0,59,5,gengar,31
6416,"['bulbasaur', 'raticate', 'zubat', 'gloom', 'kingler', 'kangaskhan']",0.0,2846.0,720.0,432.0,495.0,439.0,350.0,410.0,0,0.0,0.0,14.32,5.64,58,17,25,0,lapras,35
6417,"['tauros', 'mankey', 'machop', 'growlithe', 'gyarados', 'marowak']",0.0,2925.0,755.0,431.0,565.0,444.0,320.0,410.0,0,0.0,0.0,13.73,5.31,49,20,31,0,lapras,40
6418,"['growlithe', 'pidgeotto', 'sandshrew', 'mr-mime', 'electrode', 'porygon']",0.0,2854.0,693.0,481.0,390.0,420.0,435.0,435.0,0,0.0,0.0,10.29,2.77,100,0,0,0,slowbro,46
6419,"['zapdos', 'flareon', 'caterpie', 'geodude', 'arcanine', 'poliwag']",0.0,2965.0,730.0,445.0,520.0,430.0,440.0,400.0,0,0.0,0.0,11.13,5.18,53,23,24,0,lapras,33
6420,"['exeggcute', 'chansey', 'squirtle', 'aerodactyl', 'raticate', 'lickitung']",0.0,2912.0,939.0,420.0,364.0,380.0,345.0,464.0,0,0.0,0.0,13.89,4.97,95,4,1,0,slowbro,38
6421,"['jigglypuff', 'tangela', 'machamp', 'clefable', 'poliwrath', 'meowth']",0.0,3003.0,855.0,385.0,470.0,448.0,445.0,400.0,0,0.0,0.0,22.81,10.43,53,2,45,0,gengar,40
6422,"['koffing', 'weedle', 'weedle', 'bulbasaur', 'electrode', 'goldeen']",0.0,2368.0,630.0,423.0,331.0,364.0,310.0,310.0,0,0.0,0.0,7.89,2.33,97,3,0,0,slowbro,32
6423,"['pikachu', 'ivysaur', 'ivysaur', 'nidoran-f', 'hypno', 'weezing']",0.0,2888.0,720.0,408.0,419.0,438.0,438.0,465.0,0,0.0,0.0,10.88,3.3,93,6,1,0,slowbro,40
6424,"['cubone', 'drowzee', 'slowpoke', 'kingler', 'dragonite', 'nidoqueen']",0.0,3053.0,796.0,353.0,549.0,532.0,378.0,445.0,0,0.0,0.0,13.09,3.74,96,1,3,0,lapras,46
6425,"['eevee', 'dodrio', 'rattata', 'marowak', 'haunter', 'machop']",0.0318471337579617,2693.0,680.0,442.0,461.0,390.0,360.0,360.0,1,31.4,0.0,11.88,6.33,74,9,13,3,lapras,39
6426,"['kingler', 'chansey', 'mankey', 'horsea', 'clefable', 'raichu']",0.0,3003.0,890.0,455.0,445.0,383.0,405.0,425.0,0,0.0,0.0,17.32,7.89,82,11,7,0,jynx,52
6427,"['squirtle', 'flareon', 'staryu', 'sandshrew', 'jynx', 'ninetales']",0.0,2949.0,687.0,458.0,454.0,405.0,461.0,484.0,0,0.0,0.0,12.97,4.65,83,14,3,0,draw,58
