name,level,move,type,power,accuracy,pp,category,effect,effect_prob,gen,stat_change,amount_changed
blastoise,1,water-gun,water,40,100,25,special,Inflicts regular damage with no additional effect.,100,1,N/A,0
blastoise,1,bubble,water,20,100,30,special,Has a 10% chance to lower the target's Speed by one stage.,10,1,speed,-1
blastoise,1,struggle,normal,50,_,1,physical,User takes 1/4 its max HP in recoil.,10,1,N/A,0
blastoise,24,bite,normal,60,100,25,physical,Has a 30% chance to make the target flinch.,30,1,N/A,0
blastoise,31,withdraw,water,0,_,40,status,Raises the user's Defense by one stage.,100,1,defense,1
blastoise,42,skull-bash,normal,100,100,15,physical,Raises the user's Defense by one stage.  User charges for one turn before attacking.,100,1,N/A,0
blastoise,52,hydro-pump,water,120,80,5,special,Inflicts regular damage with no additional effect.,100,1,N/A,0
metapod,1,harden,normal,0,_,30,status,Raises the user's Defense by one stage.,100,1,defense,1
metapod,1,struggle,normal,50,_,1,physical,User takes 1/4 its max HP in recoil.,10,1,N/A,0
butterfree,1,confusion,psychic,50,100,25,special,Has a 10% chance to confuse the target.,10,1,N/A,0
butterfree,1,struggle,normal,50,_,1,physical,User takes 1/4 its max HP in recoil.,10,1,N/A,0
butterfree,15,poison-powder,poison,0,75,35,status,Poisons the target.,100,1,N/A,0
butterfree,16,stun-spore,grass,0,75,30,status,Paralyzes the target.,100,1,N/A,0
butterfree,17,sleep-powder,grass,0,75,15,status,Puts the target to sleep.,100,1,N/A,0
butterfree,21,supersonic,normal,0,55,20,status,Confuses the target.,100,1,N/A,0
butterfree,26,whirlwind,normal,0,85,20,status,Immediately ends wild battles.  Forces trainers to switch Pokémon.,100,1,N/A,0
butterfree,32,psybeam,psychic,65,100,20,special,Has a 10% chance to confuse the target.,10,1,N/A,0
kakuna,1,harden,normal,0,_,30,status,Raises the user's Defense by one stage.,100,1,defense,1
kakuna,1,struggle,normal,50,_,1,physical,User takes 1/4 its max HP in recoil.,10,1,N/A,0
beedrill,1,fury-attack,normal,15,85,20,physical,Hits 2-5 times in one turn.,100,1,N/A,0
beedrill,1,struggle,normal,50,_,1,physical,User takes 1/4 its max HP in recoil.,10,1,N/A,0
beedrill,16,focus-energy,normal,0,_,30,status,Increases the user's chance to score a critical hit.,100,1,N/A,0
beedrill,20,twineedle,bug,25,100,20,physical,Hits twice in the same turn.  Has a 20% chance to poison the target.,20,1,N/A,0
beedrill,25,rage,normal,20,100,20,physical,"If the user is hit after using this move, its Attack rises by one stage.",100,1,N/A,0
beedrill,30,pin-missile,bug,14,85,20,physical,Hits 2-5 times in one turn.,100,1,N/A,0
beedrill,35,agility,psychic,0,_,30,status,Raises the user's Speed by two stages.,100,1,speed,2
pidgeotto,1,gust,normal,40,100,35,special,Inflicts regular damage and can hit Pokémon in the air.,100,1,N/A,0
pidgeotto,1,sand-attack,normal,0,100,15,status,Lowers the target's accuracy by one stage.,100,1,accuracy,-1
pidgeotto,1,struggle,normal,50,_,1,physical,User takes 1/4 its max HP in recoil.,10,1,N/A,0
pidgeotto,12,quick-attack,normal,40,100,30,physical,Inflicts regular damage with no additional effect.,100,1,N/A,0
pidgeotto,21,whirlwind,normal,0,85,20,status,Immediately ends wild battles.  Forces trainers to switch Pokémon.,100,1,N/A,0
pidgeotto,31,wing-attack,flying,35,100,35,physical,Inflicts regular damage with no additional effect.,100,1,N/A,0
pidgeotto,40,agility,psychic,0,_,30,status,Raises the user's Speed by two stages.,100,1,speed,2
pidgeotto,49,mirror-move,flying,0,_,20,status,Uses the target's last used move.,100,1,N/A,0
pidgeot,1,gust,normal,40,100,35,special,Inflicts regular damage and can hit Pokémon in the air.,100,1,N/A,0
pidgeot,1,sand-attack,normal,0,100,15,status,Lowers the target's accuracy by one stage.,100,1,accuracy,-1
pidgeot,1,struggle,normal,50,_,1,physical,User takes 1/4 its max HP in recoil.,10,1,N/A,0
pidgeot,1,quick-attack,normal,40,100,30,physical,Inflicts regular damage with no additional effect.,100,1,N/A,0
pidgeot,21,whirlwind,normal,0,85,20,status,Immediately ends wild battles.  Forces trainers to switch Pokémon.,100,1,N/A,0
pidgeot,31,wing-attack,flying,35,100,35,physical,Inflicts regular damage with no additional effect.,100,1,N/A,0
pidgeot,44,agility,psychic,0,_,30,status,Raises the user's Speed by two stages.,100,1,speed,2
pidgeot,54,mirror-move,flying,0,_,20,status,Uses the target's last used move.,100,1,N/A,0
raticate,1,tackle,normal,35,95,35,physical,Inflicts regular damage with no additional effect.,100,1,N/A,0
raticate,1,tail-whip,normal,0,100,30,status,Lowers the target's Defense by one stage.,100,1,defense,-1
raticate,1,quick-attack,normal,40,100,30,physical,Inflicts regular damage with no additional effect.,100,1,N/A,0
raticate,1,struggle,normal,50,_,1,physical,User takes 1/4 its max HP in recoil.,10,1,N/A,0
raticate,14,hyper-fang,normal,80,90,15,physical,Has a 10% chance to make the target flinch.,10,1,N/A,0
raticate,27,focus-energy,normal,0,_,30,status,Increases the user's chance to score a critical hit.,100,1,N/A,0
raticate,41,super-fang,normal,0,90,10,physical,Inflicts damage equal to half the target's HP.,100,1,N/A,0
fearow,1,leer,normal,0,100,30,status,Lowers the target's Defense by one stage.,100,1,defense,-1
fearow,1,growl,normal,0,100,40,status,Lowers the target's Attack by one stage.,100,1,attack,-1
fearow,1,peck,flying,35,100,35,physical,Inflicts regular damage with no additional effect.,100,1,N/A,0
fearow,1,struggle,normal,50,_,1,physical,User takes 1/4 its max HP in recoil.,10,1,N/A,0
fearow,15,fury-attack,normal,15,85,20,physical,Hits 2-5 times in one turn.,100,1,N/A,0
fearow,25,mirror-move,flying,0,_,20,status,Uses the target's last used move.,100,1,N/A,0
fearow,34,drill-peck,flying,80,100,20,physical,Inflicts regular damage with no additional effect.,100,1,N/A,0
fearow,43,agility,psychic,0,_,30,status,Raises the user's Speed by two stages.,100,1,speed,2
arbok,1,wrap,normal,15,85,20,physical,Prevents the target from fleeing and inflicts damage for 2-5 turns.,100,1,N/A,0
arbok,1,poison-sting,poison,15,100,35,physical,Has a 30% chance to poison the target.,30,1,N/A,0
arbok,1,leer,normal,0,100,30,status,Lowers the target's Defense by one stage.,100,1,defense,-1
arbok,1,struggle,normal,50,_,1,physical,User takes 1/4 its max HP in recoil.,10,1,N/A,0
arbok,17,bite,normal,60,100,25,physical,Has a 30% chance to make the target flinch.,30,1,N/A,0
arbok,27,glare,normal,0,75,30,status,Paralyzes the target.,100,1,N/A,0
arbok,36,screech,normal,0,85,40,status,Lowers the target's Defense by two stages.,100,1,defense,-2
arbok,47,acid,poison,40,100,30,special,Has a 10% chance to lower the target's Special Defense by one stage.,10,1,sp_defense,-1
pikachu,1,growl,normal,0,100,40,status,Lowers the target's Attack by one stage.,100,1,attack,-1
pikachu,1,thunder-shock,electric,40,100,30,special,Has a 10% chance to paralyze the target.,10,1,N/A,0
pikachu,1,struggle,normal,50,_,1,physical,User takes 1/4 its max HP in recoil.,10,1,N/A,0
pikachu,9,thunder-wave,electric,0,100,20,status,Paralyzes the target.,100,1,N/A,0
pikachu,16,quick-attack,normal,40,100,30,physical,Inflicts regular damage with no additional effect.,100,1,N/A,0
pikachu,26,swift,normal,60,_,20,special,Never misses.,100,1,N/A,0
pikachu,33,agility,psychic,0,_,30,status,Raises the user's Speed by two stages.,100,1,speed,2
pikachu,43,thunder,electric,110,70,10,special,Has a 30% chance to paralyze the target.,30,1,N/A,0
raichu,1,growl,normal,0,100,40,status,Lowers the target's Attack by one stage.,100,1,attack,-1
raichu,1,thunder-shock,electric,40,100,30,special,Has a 10% chance to paralyze the target.,10,1,N/A,0
raichu,1,thunder-wave,electric,0,100,20,status,Paralyzes the target.,100,1,N/A,0
raichu,1,struggle,normal,50,_,1,physical,User takes 1/4 its max HP in recoil.,10,1,N/A,0
sandslash,1,scratch,normal,40,100,35,physical,Inflicts regular damage with no additional effect.,100,1,N/A,0
sandslash,1,sand-attack,normal,0,100,15,status,Lowers the target's accuracy by one stage.,100,1,accuracy,-1
sandslash,1,struggle,normal,50,_,1,physical,User takes 1/4 its max HP in recoil.,10,1,N/A,0
sandslash,17,slash,normal,70,100,20,physical,Has an increased chance for a critical hit.,100,1,N/A,0
sandslash,27,poison-sting,poison,15,100,35,physical,Has a 30% chance to poison the target.,30,1,N/A,0
sandslash,36,swift,normal,60,_,20,special,Never misses.,100,1,N/A,0
sandslash,47,fury-swipes,normal,18,80,15,physical,Hits 2-5 times in one turn.,100,1,N/A,0
nidorina,1,scratch,normal,40,100,35,physical,Inflicts regular damage with no additional effect.,100,1,N/A,0
nidorina,1,tackle,normal,35,95,35,physical,Inflicts regular damage with no additional effect.,100,1,N/A,0
nidorina,1,growl,normal,0,100,40,status,Lowers the target's Attack by one stage.,100,1,attack,-1
nidorina,1,struggle,normal,50,_,1,physical,User takes 1/4 its max HP in recoil.,10,1,N/A,0
nidorina,14,poison-sting,poison,15,100,35,physical,Has a 30% chance to poison the target.,30,1,N/A,0
nidorina,23,tail-whip,normal,0,100,30,status,Lowers the target's Defense by one stage.,100,1,defense,-1
nidorina,32,bite,normal,60,100,25,physical,Has a 30% chance to make the target flinch.,30,1,N/A,0
nidorina,41,fury-swipes,normal,18,80,15,physical,Hits 2-5 times in one turn.,100,1,N/A,0
nidorina,50,double-kick,fighting,30,100,30,physical,Hits twice in one turn.,100,1,N/A,0
nidoqueen,1,scratch,normal,40,100,35,physical,Inflicts regular damage with no additional effect.,100,1,N/A,0
nidoqueen,1,tackle,normal,35,95,35,physical,Inflicts regular damage with no additional effect.,100,1,N/A,0
nidoqueen,1,body-slam,normal,85,100,15,physical,Has a 30% chance to paralyze the target.,30,1,N/A,0
nidoqueen,1,tail-whip,normal,0,100,30,status,Lowers the target's Defense by one stage.,100,1,defense,-1
nidoqueen,1,struggle,normal,50,_,1,physical,User takes 1/4 its max HP in recoil.,10,1,N/A,0
nidoqueen,14,poison-sting,poison,15,100,35,physical,Has a 30% chance to poison the target.,30,1,N/A,0
nidorino,1,horn-attack,normal,65,100,25,physical,Inflicts regular damage with no additional effect.,100,1,N/A,0
nidorino,1,tackle,normal,35,95,35,physical,Inflicts regular damage with no additional effect.,100,1,N/A,0
nidorino,1,leer,normal,0,100,30,status,Lowers the target's Defense by one stage.,100,1,defense,-1
nidorino,1,struggle,normal,50,_,1,physical,User takes 1/4 its max HP in recoil.,10,1,N/A,0
nidorino,14,poison-sting,poison,15,100,35,physical,Has a 30% chance to poison the target.,30,1,N/A,0
nidorino,23,focus-energy,normal,0,_,30,status,Increases the user's chance to score a critical hit.,100,1,N/A,0
nidorino,32,fury-attack,normal,15,85,20,physical,Hits 2-5 times in one turn.,100,1,N/A,0
nidorino,41,horn-drill,normal,0,30,5,physical,Causes a one-hit KO.,100,1,N/A,0
nidorino,50,double-kick,fighting,30,100,30,physical,Hits twice in one turn.,100,1,N/A,0
nidoking,1,horn-attack,normal,65,100,25,physical,Inflicts regular damage with no additional effect.,100,1,N/A,0
nidoking,1,tackle,normal,35,95,35,physical,Inflicts regular damage with no additional effect.,100,1,N/A,0
nidoking,1,thrash,normal,90,100,20,physical,"Hits every turn for 2-3 turns, then confuses the user.",100,1,N/A,0
nidoking,1,poison-sting,poison,15,100,35,physical,Has a 30% chance to poison the target.,30,1,N/A,0
nidoking,1,struggle,normal,50,_,1,physical,User takes 1/4 its max HP in recoil.,10,1,N/A,0
clefairy,1,pound,normal,40,100,35,physical,Inflicts regular damage with no additional effect.,100,1,N/A,0
clefairy,1,growl,normal,0,100,40,status,Lowers the target's Attack by one stage.,100,1,attack,-1
clefairy,1,struggle,normal,50,_,1,physical,User takes 1/4 its max HP in recoil.,10,1,N/A,0
clefairy,13,sing,normal,0,55,15,status,Puts the target to sleep.,100,1,N/A,0
clefairy,18,double-slap,normal,15,85,10,physical,Hits 2-5 times in one turn.,100,1,N/A,0
clefairy,24,minimize,normal,0,_,20,status,Raises the user's evasion by two stages.,100,1,evasion,2
clefairy,31,metronome,normal,0,_,10,status,Randomly selects and uses any move in the game.,100,1,N/A,0
clefairy,39,defense-curl,normal,0,_,40,status,Raises user's Defense by one stage.,100,1,defense,1
clefairy,48,light-screen,psychic,0,_,30,status,Reduces damage from special attacks by 50% for five turns.,100,1,N/A,0
clefable,1,double-slap,normal,15,85,10,physical,Hits 2-5 times in one turn.,100,1,N/A,0
clefable,1,sing,normal,0,55,15,status,Puts the target to sleep.,100,1,N/A,0
clefable,1,minimize,normal,0,_,20,status,Raises the user's evasion by two stages.,100,1,evasion,2
clefable,1,metronome,normal,0,_,10,status,Randomly selects and uses any move in the game.,100,1,N/A,0
clefable,1,struggle,normal,50,_,1,physical,User takes 1/4 its max HP in recoil.,10,1,N/A,0
ninetales,1,tail-whip,normal,0,100,30,status,Lowers the target's Defense by one stage.,100,1,defense,-1
ninetales,1,roar,normal,0,100,20,status,Immediately ends wild battles.  Forces trainers to switch Pokémon.,100,1,N/A,0
ninetales,1,ember,fire,40,100,25,special,Has a 10% chance to burn the target.,10,1,N/A,0
ninetales,1,quick-attack,normal,40,100,30,physical,Inflicts regular damage with no additional effect.,100,1,N/A,0
ninetales,1,struggle,normal,50,_,1,physical,User takes 1/4 its max HP in recoil.,10,1,N/A,0
jigglypuff,1,sing,normal,0,55,15,status,Puts the target to sleep.,100,1,N/A,0
jigglypuff,1,struggle,normal,50,_,1,physical,User takes 1/4 its max HP in recoil.,10,1,N/A,0
jigglypuff,9,pound,normal,40,100,35,physical,Inflicts regular damage with no additional effect.,100,1,N/A,0
jigglypuff,14,disable,normal,0,55,20,status,Disables the target's last used move for 1-8 turns.,100,1,N/A,0
jigglypuff,19,defense-curl,normal,0,_,40,status,Raises user's Defense by one stage.,100,1,defense,1
jigglypuff,24,double-slap,normal,15,85,10,physical,Hits 2-5 times in one turn.,100,1,N/A,0
jigglypuff,29,rest,psychic,0,_,5,status,"User sleeps for two turns, completely healing itself.",100,1,N/A,0
jigglypuff,34,body-slam,normal,85,100,15,physical,Has a 30% chance to paralyze the target.,30,1,N/A,0
jigglypuff,39,double-edge,normal,100,100,15,physical,User receives 1/3 the damage inflicted in recoil.,100,1,N/A,0
wigglytuff,1,double-slap,normal,15,85,10,physical,Hits 2-5 times in one turn.,100,1,N/A,0
wigglytuff,1,sing,normal,0,55,15,status,Puts the target to sleep.,100,1,N/A,0
wigglytuff,1,disable,normal,0,55,20,status,Disables the target's last used move for 1-8 turns.,100,1,N/A,0
wigglytuff,1,defense-curl,normal,0,_,40,status,Raises user's Defense by one stage.,100,1,defense,1
wigglytuff,1,struggle,normal,50,_,1,physical,User takes 1/4 its max HP in recoil.,10,1,N/A,0
golbat,1,bite,normal,60,100,25,physical,Has a 30% chance to make the target flinch.,30,1,N/A,0
golbat,1,screech,normal,0,85,40,status,Lowers the target's Defense by two stages.,100,1,defense,-2
golbat,1,leech-life,bug,20,100,15,physical,Drains half the damage inflicted to heal the user.,100,1,N/A,0
golbat,1,struggle,normal,50,_,1,physical,User takes 1/4 its max HP in recoil.,10,1,N/A,0
golbat,10,supersonic,normal,0,55,20,status,Confuses the target.,100,1,N/A,0
golbat,21,confuse-ray,ghost,0,100,10,status,Confuses the target.,100,1,N/A,0
golbat,32,wing-attack,flying,35,100,35,physical,Inflicts regular damage with no additional effect.,100,1,N/A,0
golbat,43,haze,ice,0,_,30,status,"Resets all Pokémon's stats, accuracy, and evasion.",100,1,N/A,0
gloom,1,absorb,grass,20,100,20,special,Drains half the damage inflicted to heal the user.,100,1,N/A,0
gloom,1,poison-powder,poison,0,75,35,status,Poisons the target.,100,1,N/A,0
gloom,1,struggle,normal,50,_,1,physical,User takes 1/4 its max HP in recoil.,10,1,N/A,0
gloom,1,stun-spore,grass,0,75,30,status,Paralyzes the target.,100,1,N/A,0
gloom,19,sleep-powder,grass,0,75,15,status,Puts the target to sleep.,100,1,N/A,0
gloom,28,acid,poison,40,100,30,special,Has a 10% chance to lower the target's Special Defense by one stage.,10,1,sp_defense,-1
gloom,38,petal-dance,grass,70,100,10,special,"Hits every turn for 2-3 turns, then confuses the user.",100,1,N/A,0
gloom,52,solar-beam,grass,120,100,10,special,Requires a turn to charge before attacking.,100,1,N/A,0
vileplume,1,acid,poison,40,100,30,special,Has a 10% chance to lower the target's Special Defense by one stage.,10,1,sp_defense,-1
vileplume,1,stun-spore,grass,0,75,30,status,Paralyzes the target.,100,1,N/A,0
vileplume,1,sleep-powder,grass,0,75,15,status,Puts the target to sleep.,100,1,N/A,0
vileplume,1,petal-dance,grass,70,100,10,special,"Hits every turn for 2-3 turns, then confuses the user.",100,1,N/A,0
vileplume,1,struggle,normal,50,_,1,physical,User takes 1/4 its max HP in recoil.,10,1,N/A,0
vileplume,15,poison-powder,poison,0,75,35,status,Poisons the target.,100,1,N/A,0
parasect,1,scratch,normal,40,100,35,physical,Inflicts regular damage with no additional effect.,100,1,N/A,0
parasect,1,stun-spore,grass,0,75,30,status,Paralyzes the target.,100,1,N/A,0
parasect,1,leech-life,bug,20,100,15,physical,Drains half the damage inflicted to heal the user.,100,1,N/A,0
parasect,1,struggle,normal,50,_,1,physical,User takes 1/4 its max HP in recoil.,10,1,N/A,0
parasect,30,spore,grass,0,100,15,status,Puts the target to sleep.,100,1,N/A,0
parasect,39,slash,normal,70,100,20,physical,Has an increased chance for a critical hit.,100,1,N/A,0
parasect,48,growth,normal,0,_,20,status,Raises the user's Attack and Special Attack by one stage.,100,1,attack,1
venomoth,1,tackle,normal,35,95,35,physical,Inflicts regular damage with no additional effect.,100,1,N/A,0
venomoth,1,disable,normal,0,55,20,status,Disables the target's last used move for 1-8 turns.,100,1,N/A,0
venomoth,1,poison-powder,poison,0,75,35,status,Poisons the target.,100,1,N/A,0
venomoth,1,leech-life,bug,20,100,15,physical,Drains half the damage inflicted to heal the user.,100,1,N/A,0
venomoth,1,struggle,normal,50,_,1,physical,User takes 1/4 its max HP in recoil.,10,1,N/A,0
venomoth,30,stun-spore,grass,0,75,30,status,Paralyzes the target.,100,1,N/A,0
venomoth,38,psybeam,psychic,65,100,20,special,Has a 10% chance to confuse the target.,10,1,N/A,0
venomoth,43,sleep-powder,grass,0,75,15,status,Puts the target to sleep.,100,1,N/A,0
venomoth,50,psychic,psychic,90,100,10,special,Has a 10% chance to lower the target's Special Defense by one stage.,10,1,sp_defense,-1
dugtrio,1,scratch,normal,40,100,35,physical,Inflicts regular damage with no additional effect.,100,1,N/A,0
dugtrio,1,growl,normal,0,100,40,status,Lowers the target's Attack by one stage.,100,1,attack,-1
dugtrio,1,struggle,normal,50,_,1,physical,User takes 1/4 its max HP in recoil.,10,1,N/A,0
dugtrio,1,dig,ground,100,100,10,physical,"User digs underground, dodging all attacks, and hits next turn.",100,1,N/A,0
dugtrio,24,sand-attack,normal,0,100,15,status,Lowers the target's accuracy by one stage.,100,1,accuracy,-1
dugtrio,35,slash,normal,70,100,20,physical,Has an increased chance for a critical hit.,100,1,N/A,0
dugtrio,47,earthquake,ground,100,100,10,physical,Inflicts regular damage and can hit Dig users.,100,1,N/A,0
persian,1,scratch,normal,40,100,35,physical,Inflicts regular damage with no additional effect.,100,1,N/A,0
persian,1,bite,normal,60,100,25,physical,Has a 30% chance to make the target flinch.,30,1,N/A,0
persian,1,growl,normal,0,100,40,status,Lowers the target's Attack by one stage.,100,1,attack,-1
persian,1,screech,normal,0,85,40,status,Lowers the target's Defense by two stages.,100,1,defense,-2
persian,1,struggle,normal,50,_,1,physical,User takes 1/4 its max HP in recoil.,10,1,N/A,0
persian,17,pay-day,normal,40,100,20,physical,Scatters money on the ground worth five times the user's level.,100,1,N/A,0
persian,37,fury-swipes,normal,18,80,15,physical,Hits 2-5 times in one turn.,100,1,N/A,0
persian,51,slash,normal,70,100,20,physical,Has an increased chance for a critical hit.,100,1,N/A,0
golduck,1,scratch,normal,40,100,35,physical,Inflicts regular damage with no additional effect.,100,1,N/A,0
golduck,1,tail-whip,normal,0,100,30,status,Lowers the target's Defense by one stage.,100,1,defense,-1
golduck,1,disable,normal,0,55,20,status,Disables the target's last used move for 1-8 turns.,100,1,N/A,0
golduck,1,struggle,normal,50,_,1,physical,User takes 1/4 its max HP in recoil.,10,1,N/A,0
golduck,39,confusion,psychic,50,100,25,special,Has a 10% chance to confuse the target.,10,1,N/A,0
golduck,48,fury-swipes,normal,18,80,15,physical,Hits 2-5 times in one turn.,100,1,N/A,0
golduck,59,hydro-pump,water,120,80,5,special,Inflicts regular damage with no additional effect.,100,1,N/A,0
primeape,1,karate-chop,normal,50,100,25,physical,Has an increased chance for a critical hit.,100,1,N/A,0
primeape,1,scratch,normal,40,100,35,physical,Inflicts regular damage with no additional effect.,100,1,N/A,0
primeape,1,leer,normal,0,100,30,status,Lowers the target's Defense by one stage.,100,1,defense,-1
primeape,1,struggle,normal,50,_,1,physical,User takes 1/4 its max HP in recoil.,10,1,N/A,0
primeape,1,fury-swipes,normal,18,80,15,physical,Hits 2-5 times in one turn.,100,1,N/A,0
primeape,27,focus-energy,normal,0,_,30,status,Increases the user's chance to score a critical hit.,100,1,N/A,0
primeape,37,seismic-toss,fighting,0,100,20,physical,Inflicts damage equal to the user's level.,100,1,N/A,0
primeape,46,thrash,normal,90,100,20,physical,"Hits every turn for 2-3 turns, then confuses the user.",100,1,N/A,0
arcanine,1,take-down,normal,90,85,20,physical,User receives 1/4 the damage it inflicts in recoil.,100,1,N/A,0
arcanine,1,leer,normal,0,100,30,status,Lowers the target's Defense by one stage.,100,1,defense,-1
arcanine,1,roar,normal,0,100,20,status,Immediately ends wild battles.  Forces trainers to switch Pokémon.,100,1,N/A,0
arcanine,1,ember,fire,40,100,25,special,Has a 10% chance to burn the target.,10,1,N/A,0
arcanine,1,struggle,normal,50,_,1,physical,User takes 1/4 its max HP in recoil.,10,1,N/A,0
poliwhirl,1,water-gun,water,40,100,25,special,Inflicts regular damage with no additional effect.,100,1,N/A,0
poliwhirl,1,struggle,normal,50,_,1,physical,User takes 1/4 its max HP in recoil.,10,1,N/A,0
poliwhirl,1,bubble,water,20,100,30,special,Has a 10% chance to lower the target's Speed by one stage.,10,1,speed,-1
poliwhirl,1,hypnosis,psychic,0,60,20,status,Puts the target to sleep.,100,1,N/A,0
poliwhirl,26,double-slap,normal,15,85,10,physical,Hits 2-5 times in one turn.,100,1,N/A,0
poliwhirl,33,body-slam,normal,85,100,15,physical,Has a 30% chance to paralyze the target.,30,1,N/A,0
poliwhirl,41,amnesia,psychic,0,_,20,status,Raises the user's Special Defense by two stages.,100,1,sp_defense,2
poliwhirl,49,hydro-pump,water,120,80,5,special,Inflicts regular damage with no additional effect.,100,1,N/A,0
poliwrath,1,double-slap,normal,15,85,10,physical,Hits 2-5 times in one turn.,100,1,N/A,0
poliwrath,1,body-slam,normal,85,100,15,physical,Has a 30% chance to paralyze the target.,30,1,N/A,0
poliwrath,1,water-gun,water,40,100,25,special,Inflicts regular damage with no additional effect.,100,1,N/A,0
poliwrath,1,hypnosis,psychic,0,60,20,status,Puts the target to sleep.,100,1,N/A,0
poliwrath,1,struggle,normal,50,_,1,physical,User takes 1/4 its max HP in recoil.,10,1,N/A,0
kadabra,1,disable,normal,0,55,20,status,Disables the target's last used move for 1-8 turns.,100,1,N/A,0
kadabra,1,confusion,psychic,50,100,25,special,Has a 10% chance to confuse the target.,10,1,N/A,0
kadabra,1,struggle,normal,50,_,1,physical,User takes 1/4 its max HP in recoil.,10,1,N/A,0
kadabra,1,teleport,psychic,0,_,20,status,Immediately ends wild battles.  No effect otherwise.,100,1,N/A,0
kadabra,27,psybeam,psychic,65,100,20,special,Has a 10% chance to confuse the target.,10,1,N/A,0
kadabra,31,recover,normal,0,_,20,status,Heals the user by half its max HP.,100,1,N/A,0
kadabra,38,psychic,psychic,90,100,10,special,Has a 10% chance to lower the target's Special Defense by one stage.,10,1,sp_defense,-1
kadabra,42,reflect,psychic,0,_,20,status,Reduces damage from physical attacks by half.,100,1,N/A,0
alakazam,1,disable,normal,0,55,20,status,Disables the target's last used move for 1-8 turns.,100,1,N/A,0
alakazam,1,confusion,psychic,50,100,25,special,Has a 10% chance to confuse the target.,10,1,N/A,0
alakazam,1,struggle,normal,50,_,1,physical,User takes 1/4 its max HP in recoil.,10,1,N/A,0
alakazam,1,teleport,psychic,0,_,20,status,Immediately ends wild battles.  No effect otherwise.,100,1,N/A,0
alakazam,27,psybeam,psychic,65,100,20,special,Has a 10% chance to confuse the target.,10,1,N/A,0
alakazam,31,recover,normal,0,_,20,status,Heals the user by half its max HP.,100,1,N/A,0
alakazam,38,psychic,psychic,90,100,10,special,Has a 10% chance to lower the target's Special Defense by one stage.,10,1,sp_defense,-1
alakazam,42,reflect,psychic,0,_,20,status,Reduces damage from physical attacks by half.,100,1,N/A,0
machoke,1,karate-chop,normal,50,100,25,physical,Has an increased chance for a critical hit.,100,1,N/A,0
machoke,1,leer,normal,0,100,30,status,Lowers the target's Defense by one stage.,100,1,defense,-1
machoke,1,low-kick,fighting,50,90,20,physical,"Inflicts more damage to heavier targets, with a maximum of 120 power.",100,1,N/A,0
machoke,1,struggle,normal,50,_,1,physical,User takes 1/4 its max HP in recoil.,10,1,N/A,0
machoke,36,focus-energy,normal,0,_,30,status,Increases the user's chance to score a critical hit.,100,1,N/A,0
machoke,44,seismic-toss,fighting,0,100,20,physical,Inflicts damage equal to the user's level.,100,1,N/A,0
machoke,52,submission,fighting,80,80,25,physical,User receives 1/4 the damage it inflicts in recoil.,100,1,N/A,0
machamp,1,karate-chop,normal,50,100,25,physical,Has an increased chance for a critical hit.,100,1,N/A,0
machamp,1,leer,normal,0,100,30,status,Lowers the target's Defense by one stage.,100,1,defense,-1
machamp,1,low-kick,fighting,50,90,20,physical,"Inflicts more damage to heavier targets, with a maximum of 120 power.",100,1,N/A,0
machamp,1,struggle,normal,50,_,1,physical,User takes 1/4 its max HP in recoil.,10,1,N/A,0
machamp,36,focus-energy,normal,0,_,30,status,Increases the user's chance to score a critical hit.,100,1,N/A,0
machamp,44,seismic-toss,fighting,0,100,20,physical,Inflicts damage equal to the user's level.,100,1,N/A,0
machamp,52,submission,fighting,80,80,25,physical,User receives 1/4 the damage it inflicts in recoil.,100,1,N/A,0
weepinbell,1,vine-whip,grass,45,100,10,physical,Inflicts regular damage with no additional effect.,100,1,N/A,0
weepinbell,1,wrap,normal,15,85,20,physical,Prevents the target from fleeing and inflicts damage for 2-5 turns.,100,1,N/A,0
weepinbell,1,growth,normal,0,_,20,status,Raises the user's Attack and Special Attack by one stage.,100,1,attack,1
weepinbell,1,struggle,normal,50,_,1,physical,User takes 1/4 its max HP in recoil.,10,1,N/A,0
weepinbell,15,poison-powder,poison,0,75,35,status,Poisons the target.,100,1,N/A,0
weepinbell,18,sleep-powder,grass,0,75,15,status,Puts the target to sleep.,100,1,N/A,0
weepinbell,23,stun-spore,grass,0,75,30,status,Paralyzes the target.,100,1,N/A,0
weepinbell,29,acid,poison,40,100,30,special,Has a 10% chance to lower the target's Special Defense by one stage.,10,1,sp_defense,-1
weepinbell,38,razor-leaf,grass,55,95,25,physical,Has an increased chance for a critical hit.,100,1,N/A,0
weepinbell,49,slam,normal,80,75,20,physical,Inflicts regular damage with no additional effect.,100,1,N/A,0
victreebel,1,acid,poison,40,100,30,special,Has a 10% chance to lower the target's Special Defense by one stage.,10,1,sp_defense,-1
victreebel,1,razor-leaf,grass,55,95,25,physical,Has an increased chance for a critical hit.,100,1,N/A,0
victreebel,1,sleep-powder,grass,0,75,15,status,Puts the target to sleep.,100,1,N/A,0
victreebel,1,stun-spore,grass,0,75,30,status,Paralyzes the target.,100,1,N/A,0
victreebel,1,struggle,normal,50,_,1,physical,User takes 1/4 its max HP in recoil.,10,1,N/A,0
victreebel,13,wrap,normal,15,85,20,physical,Prevents the target from fleeing and inflicts damage for 2-5 turns.,100,1,N/A,0
